site_id,new_id,sitename,district
1329,427,GOMPERS PREPARATORY ACADEMY,SAN DIEGO UNIFIED
1333,428,GOOD SHEPHERD CATHOLIC SCHOOL,
4617,429,GRACIA Y PAZ,
1337,430,GRANGER JUNIOR HIGH,SWEETWATER UNION HIGH
1341,431,GRANITE HILLS HIGH,GROSSMONT UNION HIGH
1345,432,GRANT K-8,SAN DIEGO UNIFIED
1349,433,GRAPEVINE ELEMENTARY,VISTA UNIFIED
1353,434,GRAVES SUMMIT SCHOOL,
1357,435,GREATER SAN DIEGO ACADEMY,JAMUL-DULZURA UNION ELEMENTARY
1361,436,GREEN ELEMENTARY,SAN DIEGO UNIFIED
1365,437,GREENFIELD MIDDLE,CAJON VALLEY UNION
1369,438,GREENTREE-ANNEX,
5233,439,GROSSMONT ADULT,GROSSMONT UNION HIGH
1373,440,GROSSMONT HIGH,GROSSMONT UNION HIGH
1377,441,GROSSMONT MIDDLE COLLEGE HIGH,GROSSMONT UNION HIGH
1381,442,GROSSMONT SECONDARY,SBE - GROSSMONT SECONDARY
5237,443,GROSSMONT UNION HIGH SPECIAL EDUCATION PROGRAM,GROSSMONT UNION HIGH
4353,444,GROVE PARK,
1385,445,GUAJOME LEARNING CENTER,VISTA UNIFIED
1389,446,GUAJOME PARK ACADEMY CHARTER,VISTA UNIFIED
1393,447,HAGE ELEMENTARY,SAN DIEGO UNIFIED
1397,448,HALECREST ELEMENTARY,CHULA VISTA ELEMENTARY
5181,449,HALECREST YMCA,
1401,450,HAMILTON ELEMENTARY,SAN DIEGO UNIFIED
1405,451,HANCOCK ELEMENTARY,SAN DIEGO UNIFIED
1409,452,HANNALEI ELEMENTARY,VISTA UNIFIED
1413,453,HANSON ELEMENTARY,RAMONA CITY UNIFIED
1417,454,HARBOR SPRINGS CHARTER,JULIAN UNION ELEMENTARY
1421,455,HARBORSIDE ELEMENTARY,CHULA VISTA ELEMENTARY
1425,456,HARDY ELEMENTARY,SAN DIEGO UNIFIED
1429,457,HARRIET TUBMAN VILLAGE CHARTER,SAN DIEGO UNIFIED
1433,458,HAWKING S.T.E.A.M. CHARTER,SWEETWATER UNION HIGH
5241,459,HAWKING S.T.E.A.M. CHARTER SCHOOL 2,SWEETWATER UNION HIGH
1441,460,HAWTHORNE CDC,SAN DIEGO UNIFIED
1445,461,HAWTHORNE ELEMENTARY,SAN DIEGO UNIFIED
1449,462,HEALTH SCIENCES HIGH,SAN DIEGO UNIFIED
1453,463,HEALTH SCIENCES MIDDLE,SAN DIEGO UNIFIED
1457,464,HEARST ELEMENTARY,SAN DIEGO UNIFIED
1461,465,HEDENKAMP (ANNE AND WILLIAM) ELEMENTARY,CHULA VISTA ELEMENTARY
1465,466,HELIX HIGH,GROSSMONT UNION HIGH
1469,467,HENRY HIGH,SAN DIEGO UNIFIED
1473,468,HERITAGE DIGITAL ACADEMY CHARTER MIDDLE,ESCONDIDO UNION
1477,469,HERITAGE ELEMENTARY,CHULA VISTA ELEMENTARY
1481,470,HERITAGE K-8 CHARTER,ESCONDIDO UNION
1485,471,HICKMAN ELEMENTARY,SAN DIEGO UNIFIED
1489,472,HIDDEN VALLEY MIDDLE,ESCONDIDO UNION
1493,473,HIGH TECH ELEMENTARY,SAN DIEGO UNIFIED
1497,474,HIGH TECH ELEMENTARY CHULA VISTA,SBC - HIGH TECH HIGH
1501,475,HIGH TECH ELEMENTARY EXPLORER,SAN DIEGO UNIFIED
5245,476,HIGH TECH ELEMENTARY MESA,SBC - HIGH TECH HIGH
1505,477,HIGH TECH ELEMENTARY NORTH COUNTY,SBC - HIGH TECH HIGH
1509,478,HIGH TECH HIGH,SAN DIEGO UNIFIED
,479,HIGH TECH HIGH -ANNEX,
16,480,HIGH TECH HIGH CHULA VISTA,SBC - HIGH TECH HIGH
18,481,HIGH TECH HIGH EXPLORER,SBC - HIGH TECH HIGH
1513,482,HIGH TECH HIGH INTERNATIONAL,SAN DIEGO UNIFIED
1517,483,HIGH TECH HIGH MEDIA ARTS,SAN DIEGO UNIFIED
1521,484,HIGH TECH HIGH MESA,SBC - HIGH TECH HIGH
1525,485,HIGH TECH HIGH NORTH COUNTY,SBC - HIGH TECH HIGH
,486,HIGH TECH HIGH NORTH COUNTY-ANNEX,
,487,HIGH TECH HIGH SCHOOL-CHULA VISTA,
1529,488,HIGH TECH MIDDLE,SAN DIEGO UNIFIED
1533,489,HIGH TECH MIDDLE CHULA VISTA,SBC - HIGH TECH HIGH
1537,490,HIGH TECH MIDDLE MEDIA ARTS,SAN DIEGO UNIFIED
5253,491,HIGH TECH MIDDLE MESA,SBC - HIGH TECH HIGH
1541,492,HIGH TECH MIDDLE NORTH COUNTY,SBC - HIGH TECH HIGH
1545,493,HIGHLAND RANCH ELEMENTARY,POWAY UNIFIED
1549,494,HIGHLANDS ELEMENTARY,LA MESA-SPRING VALLEY
1553,495,HILL CREEK ELEMENTARY,SANTEE
1557,496,HILLSDALE MIDDLE,CAJON VALLEY UNION
1561,497,HILLSIDE JUNIOR/SENIOR HIGH,MOUNTAIN EMPIRE UNIFIED
1565,498,HILLTOP DRIVE ELEMENTARY,CHULA VISTA ELEMENTARY
1569,499,HILLTOP MIDDLE,SWEETWATER UNION HIGH
1573,500,HILLTOP SENIOR HIGH,SWEETWATER UNION HIGH
4509,501,HILTON HEAD COUNTY PARK,
1577,502,HOLLY DRIVE LEADERSHIP ACADEMY,SAN DIEGO UNIFIED
4621,503,HOLLYWOOD PALMS APARTMENTS,
1581,504,HOLMES ELEMENTARY,SAN DIEGO UNIFIED
1585,505,HOLY TRINITY ELEMENTARY,
1589,506,HOME & HOSP/TRANSITION SUPPORT,SAN DIEGO UNIFIED
1593,507,HOOVER HIGH,SAN DIEGO UNIFIED
1597,508,HOPE ELEMENTARY,CARLSBAD UNIFIED
5257,509,HOPE INFANT-TODDLER SPECIAL EDUCATION,SAN DIEGO COUNTY OFFICE OF EDUCATION
1601,510,HORTON ELEMENTARY,SAN DIEGO UNIFIED
1605,511,HORTON PLAZA-ANNEX,
1609,512,HOWARD GARDNER COMMUNITY CHARTER,CHULA VISTA ELEMENTARY
1613,513,HOWARD PENCE ELEMENTARY,SOUTH BAY UNION
4625,514,HUDO COMMUNITY CENTER,
1617,515,IBARRA ELEMENTARY,SAN DIEGO UNIFIED
1621,516,IDEA CENTER,GROSSMONT UNION HIGH
1625,517,IFTIN CHARTER,SAN DIEGO UNIFIED
1629,518,IFTIN UNIVERSITY PREP HIGH,
4357,519,IGLESIA LATINA EMANUEL,
1633,520,IHIGH VIRTUAL ACADEMY,SAN DIEGO UNIFIED
4401,521,IIPAY NATION OF SANTA YSABEL,
5161,522,IMPERIAL BEACH,
1637,523,IMPERIAL BEACH CHARTER,SOUTH BAY UNION
1645,524,INDIAN HILLS CAMP,
1641,525,INGENUITY CHARTER,SAN DIEGO UNIFIED
1649,526,INNOVATION MIDDLE,SAN DIEGO UNIFIED
1653,527,INNOVATIONS ACADEMY,SAN DIEGO UNIFIED
1657,528,INSIGHT @ SAN DIEGO,SPENCER VALLEY ELEMENTARY
1661,529,INSPIRE CHARTER SCHOOL - SOUTH,DEHESA ELEMENTARY
1665,530,INTEGRITY CHARTER,NATIONAL ELEMENTARY
1669,531,INTEGRITY CHARTER SCHOOL-B&G CLUB,
5265,532,"INTERNATIONAL HIGH SCHOOL OF SCIENCE, TECHNOLOGY, ENGINEERING, ARTS AND MATHEMATICS",SAN DIEGO UNIFIED
1673,533,IOWA STREET,FALLBROOK UNION ELEMENTARY
4629,534,IQRA LEARNING CENTER,
1677,535,IRA HARBISON,NATIONAL ELEMENTARY
1681,536,IVEY RANCH ELEMENTARY,OCEANSIDE UNIFIED
1685,537,IVY HIGH (CONTINUATION),FALLBROOK UNION HIGH
1689,538,JACK & CAROL CLARK ADOLESCENT TREATMENT PROGRAM,
4933,539,JACKIE ROBINSON YMCA,
4405,540,JACUMBA BRANCH LIBRARY,
1693,541,JACUMBA MIDDLE,MOUNTAIN EMPIRE UNIFIED
1697,542,JAMACHA ELEMENTARY,CAJON VALLEY UNION
1701,543,JAMES DUKES ELEMENTARY,RAMONA CITY UNIFIED
1705,544,JAMES E. POTTER INTERMEDIATE,FALLBROOK UNION ELEMENTARY
1709,545,JAMUL INTERMEDIATE,JAMUL-DULZURA UNION ELEMENTARY
1713,546,JAMUL PRIMARY,JAMUL-DULZURA UNION ELEMENTARY
1717,547,JCS - CEDAR COVE,JULIAN UNION ELEMENTARY
5269,548,JCS - MANZANITA,SAN DIEGO COUNTY OFFICE OF EDUCATION
1721,549,JCS - MOUNTAIN OAKS,JULIAN UNION ELEMENTARY
1725,550,JCS - PINE VALLEY,MOUNTAIN EMPIRE UNIFIED
1729,551,JEFFERSON ELEMENTARY,CARLSBAD UNIFIED
1733,552,JEFFERSON ELEMENTARY,SAN DIEGO UNIFIED
1737,553,JEFFERSON MIDDLE,OCEANSIDE UNIFIED
1741,554,JERABEK ELEMENTARY,SAN DIEGO UNIFIED
4321,555,JF KENNEDY PARK,
1745,556,JOAN MACQUEEN MIDDLE,ALPINE UNION ELEMENTARY
1749,557,JOHN A. OTIS ELEMENTARY,NATIONAL ELEMENTARY
1753,558,JOHN MUIR,SAN DIEGO UNIFIED
1757,559,JOHN MUIR LANGUAGE ACADEMY,SAN DIEGO UNIFIED
1761,560,JOHNSON ELEMENTARY,CAJON VALLEY UNION
1765,561,JOHNSON ELEMENTARY,SAN DIEGO UNIFIED
1769,562,JOLI ANN LEICHTAG ELEMENTARY,SAN MARCOS UNIFIED
1773,563,JONAS SALK ELEMENTARY,SAN DIEGO UNIFIED
1777,564,JONES ELEMENTARY,SAN DIEGO UNIFIED
1781,565,JOYNER ELEMENTARY,SAN DIEGO UNIFIED
1785,566,JUAN BAUTISTA DE ANZA,BORREGO SPRINGS UNIFIED
1789,567,JUAN BAUTISTA DE ANZA CHARTER,BORREGO SPRINGS UNIFIED
1793,568,JUAREZ ELEMENTARY,SAN DIEGO UNIFIED
5101,569,JUAREZ LINCOLN,
1797,570,JUAREZ-LINCOLN ELEMENTARY,CHULA VISTA ELEMENTARY
5273,571,JULIAN ADULT,JULIAN UNION HIGH
4409,572,JULIAN BRANCH LIBRARY,
1801,573,JULIAN CHARTER,JULIAN UNION ELEMENTARY
1805,574,JULIAN ELEMENTARY,JULIAN UNION ELEMENTARY
1809,575,JULIAN HIGH,JULIAN UNION HIGH
1813,576,JULIAN JUNIOR HIGH,JULIAN UNION ELEMENTARY
1817,577,JUNIPER ELEMENTARY,ESCONDIDO UNION
1821,578,JUNIPER PRESCHOOL,
1825,579,JUVENILE COURT AND COMMUNITY SCHOOL,
1829,580,JUVENILE HALL,
5137,581,KARATE FITNESS NOW,
4729,582,KAREN ORGANIZATION OF SAN DIEGO,
1833,583,KAVOD CHARTER,SAN DIEGO UNIFIED
1837,584,KAVOD ELEMENTARY CHARTER,SAN DIEGO UNIFIED
1841,585,KEARNY COLLEGE CONNECTIONS,SAN DIEGO UNIFIED
1845,586,KEARNY DIGITAL MEDIA & DESIGN,SAN DIEGO UNIFIED
1849,587,KEARNY ENG INNOV & DESIGN,SAN DIEGO UNIFIED
1853,588,"KEARNY ENG, INNOV & DESIGN",SAN DIEGO UNIFIED
1861,589,KEARNY INTERNATIONAL BUSINESS,SAN DIEGO UNIFIED
1857,590,KEARNY MESA LC- AUDEO-ANNEX,
4937,591,KEARNY MESA PARK & REC,
1865,592,KEARNY SCT,SAN DIEGO UNIFIED
1869,593,KEILLER LEADERSHIP ACADEMY,SAN DIEGO UNIFIED
1873,594,KELLOGG (KARL H.) ELEMENTARY,CHULA VISTA ELEMENTARY
1877,595,KELLY ELEMENTARY,CARLSBAD UNIFIED
1885,596,KEMPTON STREET LITERACY ACADEMY,LA MESA-SPRING VALLEY
1889,597,KENNEDY CDC,
1893,598,KIMBALL,NATIONAL ELEMENTARY
1897,599,KIMBROUGH ELEMENTARY,SAN DIEGO UNIFIED
1901,600,KING-CHAVEZ ACADEMY OF EXCELLENCE,SAN DIEGO UNIFIED
1905,601,KING-CHAVEZ ARTS ACADEMY,SAN DIEGO UNIFIED
1909,602,KING-CHAVEZ ATHLETICS ACADEMY,SAN DIEGO UNIFIED
1913,603,KING-CHAVEZ COMMUNITY HIGH,SAN DIEGO UNIFIED
1917,604,KING-CHAVEZ PREPARATORY ACADEMY,SAN DIEGO UNIFIED
1921,605,KING-CHAVEZ PRIMARY ACADEMY,SAN DIEGO UNIFIED
1925,606,KIPP ADELANTE PREPARATORY ACADEMY,SAN DIEGO UNIFIED
1929,607,KNOB HILL ELEMENTARY,SAN MARCOS UNIFIED
1933,608,KNOX MIDDLE,SAN DIEGO UNIFIED
1937,609,KUMEYAAY ELEMENTARY,SAN DIEGO UNIFIED
1941,610,L. R. GREEN ELEMENTARY,ESCONDIDO UNION
1945,611,LA COSTA CANYON HIGH,SAN DIEGUITO UNION HIGH
1949,612,LA COSTA HEIGHTS ELEMENTARY,ENCINITAS UNION ELEMENTARY
1953,613,LA COSTA MEADOWS ELEMENTARY,SAN MARCOS UNIFIED
4733,614,LA JOLLA BAND OF LUISENO INDIANS,
1957,615,LA JOLLA ELEMENTARY,SAN DIEGO UNIFIED
1961,616,LA JOLLA HIGH,SAN DIEGO UNIFIED
1965,617,LA MESA ARTS ACADEMY,LA MESA-SPRING VALLEY
1969,618,LA MESA COMMUNITY SCHOOL,
1973,619,LA MESA COMMUNITY SCHOOLS 123,
1977,620,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY
1981,621,LA MESA MIDDLE,LA MESA-SPRING VALLEY
1985,622,LA MESA-SPRING VALLEY HOME INDEPENDENT STUDY,LA MESA-SPRING VALLEY
1993,623,LA MIRADA ACADEMY,SAN MARCOS UNIFIED
1997,624,LA MIRADA ELEMENTARY,SAN YSIDRO ELEMENTARY
2001,625,LA PALOMA ELEMENTARY,FALLBROOK UNION ELEMENTARY
2005,626,LA PRESA ELEMENTARY,LA MESA-SPRING VALLEY
2009,627,LA PRESA MIDDLE,LA MESA-SPRING VALLEY
2013,628,LAFAYETTE ELEMENTARY,SAN DIEGO UNIFIED
2017,629,LAKE ELEMENTARY,VISTA UNIFIED
4513,630,LAKESIDE CLUBHOUSE,
5277,631,LAKESIDE EARLY ADVANTAGE PRESCHOOL,LAKESIDE UNION ELEMENTARY
2021,632,LAKESIDE FARMS ELEMENTARY,LAKESIDE UNION ELEMENTARY
2025,633,LAKESIDE MIDDLE,LAKESIDE UNION ELEMENTARY
4417,634,LAKESIDE TEEN CENTER,
2029,635,LAKEVIEW ELEMENTARY,LAKESIDE UNION ELEMENTARY
2033,636,LANGUAGE ACADEMY,SAN DIEGO UNIFIED
2037,637,LAS PALMAS,NATIONAL ELEMENTARY
2041,638,LAUDERBACH (J. CALVIN) ELEMENTARY,CHULA VISTA ELEMENTARY
2045,639,LAUREL ELEMENTARY,OCEANSIDE UNIFIED
2049,640,LAUREL PREPARATORY ACADEMY,SAN DIEGO UNIFIED
2053,641,LEARNING CHOICE ACADEMY,SAN DIEGO UNIFIED
2057,642,LEARNING CHOICE ACADEMY - CHULA VISTA,CHULA VISTA ELEMENTARY
2061,643,LEARNING LATITUDES CHARTER,DEHESA ELEMENTARY
2065,644,LEE ELEMENTARY,SAN DIEGO UNIFIED
2069,645,LEMON AVENUE ELEMENTARY,LA MESA-SPRING VALLEY
2073,646,LEMON CREST ELEMENTARY,LAKESIDE UNION ELEMENTARY
2077,647,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,LEMON GROVE
30,648,LEMON GROVE LIBRARY-SAN DIEGO COUNTY LIBRARY,
4761,649,LEMON GROVE PARK,
4517,650,LEMON GROVE REC CENTER,
2081,651,LEONARDO DA VINCI HEALTH SCIENCES CHARTER,CHULA VISTA ELEMENTARY
2085,652,LEONARDO DA VINCI SCIENCES CHARTER SCHOOL,
2089,653,LEWIS MIDDLE,SAN DIEGO UNIFIED
2093,654,LEXINGTON ELEMENTARY,CAJON VALLEY UNION
2097,655,LIBBY ELEMENTARY,OCEANSIDE UNIFIED
4817,656,LIBBY LAKE PARK,
4821,657,LIBBY LAKE RESOURCE COMMUNITY CENTER,
2101,658,LIBERTY CHARTER HIGH SCHOOL,
2105,659,LIBERTY ELEMENTARY,CHULA VISTA ELEMENTARY
2109,660,LIBERTY HIGH CHARTER SCHOOL-ANNEX,
2113,661,LILAC,VALLEY CENTER-PAUMA UNIFIED
2117,662,LINCOLN ACRES,NATIONAL ELEMENTARY
4421,663,LINCOLN ACRES BRANCH LIBRARY,
2121,664,LINCOLN ELEMENTARY,ESCONDIDO UNION
2125,665,LINCOLN HIGH,SAN DIEGO UNIFIED
2129,666,LINCOLN MIDDLE,OCEANSIDE UNIFIED
2133,667,LINCOLN PRESCHOOL,
4637,668,LINDA VISTA BRANCH LIBRARY,
2137,669,LINDA VISTA ELEMENTARY,SAN DIEGO UNIFIED
4941,670,LINDA VISTA REC CENTER,
2141,671,LINDBERGH/SCHWEITZER ELEMENTARY,SAN DIEGO UNIFIED
2145,672,LINDO PARK ELEMENTARY,LAKESIDE UNION ELEMENTARY
2149,673,LINDSAY COMMUNITY,
2153,674,LITERACY FIRST CHARTER,SAN DIEGO COUNTY OFFICE OF EDUCATION
2157,675,LITERACY FIRST CHARTER SCHOOL - JA - ANNEX,
2161,676,LITERACY FIRST CHARTER SCHOOL - LA - ANNEX,
2165,677,LITERACY FIRST CHARTER SCHOOL - PA -ANNEX,
2169,678,LITT RESOURSES BLENDED,
2173,679,LIVE OAK ELEMENTARY,FALLBROOK UNION ELEMENTARY
2177,680,LOGAN CDC,
4641,681,LOGAN HEIGHTS BRANCH LIBRARY,
4945,682,LOGAN HEIGHTS CDC,
4949,683,LOGAN HEIGHTS PUBLIC LIBRARY,
2181,684,LOGAN K-8,SAN DIEGO UNIFIED
2185,685,LOMA ELEMENTARY,LA MESA-SPRING VALLEY
2189,686,LOMA PORTAL CHARTER SCHOOL-ANNEX,
2193,687,LOMA PORTAL ELEMENTARY,SAN DIEGO UNIFIED
2197,688,LOMA VERDE ELEMENTARY,CHULA VISTA ELEMENTARY
2201,689,LONGFELLOW K-8,SAN DIEGO UNIFIED
2205,690,LOS ALTOS CDC,
2209,691,LOS ALTOS ELEMENTARY,CHULA VISTA ELEMENTARY
2213,692,LOS COCHES CREEK MIDDLE,CAJON VALLEY UNION
2217,693,LOS PENASQUITOS ELEMENTARY,POWAY UNIFIED
2221,694,LOUISE FOUSSAT ELEMENTARY,OCEANSIDE UNIFIED
5141,695,LUZ DURAN PARK,
2225,696,MAAC COMMUNITY CHARTER,SWEETWATER UNION HIGH
2229,697,MADISON AVENUE ELEMENTARY,CAJON VALLEY UNION
2233,698,MADISON HIGH,SAN DIEGO UNIFIED
2237,699,MADISON MIDDLE,VISTA UNIFIED
2241,700,MAGNOLIA ELEMENTARY,CAJON VALLEY UNION
2245,701,MAGNOLIA ELEMENTARY,CARLSBAD UNIFIED
2249,702,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,SAN DIEGO UNIFIED
2253,703,MAIE ELLIS ELEMENTARY,FALLBROOK UNION ELEMENTARY
2257,704,MAIN STREET UMOJA BLENDED COMM SCHOOL,
2261,705,MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA UNIFIED
4953,706,MALCOLM X BRANCH LIBRARY,
2265,707,MANN MIDDLE,SAN DIEGO UNIFIED
4645,708,MAPLEWOOD APARTMENTS,
2269,709,MAR VISTA ACADEMY,SWEETWATER UNION HIGH
2273,710,MAR VISTA ACADEMY FOR PROBLEM BASED LEARNING,SWEETWATER UNION HIGH
2277,711,MAR VISTA SENIOR HIGH,SWEETWATER UNION HIGH
2281,712,MARCY ST ANNEX,
2285,713,MARSHALL (THURGOOD) ELEMENTARY,CHULA VISTA ELEMENTARY
2289,714,MARSHALL ELEMENTARY,SAN DIEGO UNIFIED
2293,715,MARSHALL MIDDLE,SAN DIEGO UNIFIED
2297,716,MARSTON MIDDLE,SAN DIEGO UNIFIED
4957,717,MARTIN LUTHER KING JR REC CENTER,
2301,718,MARTIN LUTHER KING JR. MIDDLE,OCEANSIDE UNIFIED
2305,719,MARVIN ELEMENTARY,SAN DIEGO UNIFIED
2309,720,MARY FAY PENDLETON ELEMENTARY,FALLBROOK UNION ELEMENTARY
2313,721,MARYLAND AVENUE ELEMENTARY,LA MESA-SPRING VALLEY
2317,722,MARYLAND ELEMENTARY,VISTA UNIFIED
2321,723,MASON ELEMENTARY,SAN DIEGO UNIFIED
2325,724,MATAGUAY SCOUT RESV,
2329,725,MCGILL SCHOOL OF SUCCESS,SAN DIEGO UNIFIED
2333,726,MCKINLEY ELEMENTARY,SAN DIEGO UNIFIED
2337,727,MCMILLIN (CORKY) ELEMENTARY,CHULA VISTA ELEMENTARY
2341,728,MEADOWBROOK MIDDLE,POWAY UNIFIED
4825,729,MELBA BISHOP RECREATION CENTER,
4649,730,MEMORIAL RECREATION CENTER,
2345,731,MEMORIAL SCHOLARS & ATHLETES,SAN DIEGO UNIFIED
2349,732,MERIDIAN ELEMENTARY,CAJON VALLEY UNION
2353,733,MERIT ACADEMY,GROSSMONT UNION HIGH
4425,734,MESA GRANDE INDIAN HOUSING AUTHORITY,
4429,735,MESA GRANDE INDIAN HOUSING AUTHORITY SITE 2,
2357,736,MESA VERDE MIDDLE,POWAY UNIFIED
2373,737,METHODSCHOOLS,DEHESA ELEMENTARY
4653,738,METRO AREA ADVISORY COMMITTEE (DIFFERENCT FROM HONEY BEE),
2361,739,METRO COMMUNITY SCHOOLS,
2365,740,METRO TECH ACADEMY BLENDED COMMUNITY SCHOOL,
4657,741,METRO VILLAS APARTMENTS,
2369,742,MID CITY 1 AND 2-ANNEX,
2377,743,MIDLAND ELEMENTARY,POWAY UNIFIED
2381,744,MIKE CHOATE EARLY CHILDHOOD EDUCATION CENTER,
2385,745,MILLENNIAL TECH MIDDLE,SAN DIEGO UNIFIED
2389,746,MILLER ELEMENTARY,ESCONDIDO UNION
2393,747,MILLER ELEMENTARY,SAN DIEGO UNIFIED
2397,748,MIRA MESA COMMUNITY SCHOOL,
2401,749,MIRA MESA HIGH,SAN DIEGO UNIFIED
4961,750,MIRA MESA PARK & REC,
4965,751,MIRAMAR AIRSTATION CHILD YOUTH & TEEN CENTER,
2405,752,MIRAMAR RANCH ELEMENTARY,SAN DIEGO UNIFIED
2409,753,MISSION BAY HIGH,SAN DIEGO UNIFIED
4433,754,MISSION COVE APARTMENTS,
2413,755,MISSION ELEMENTARY,OCEANSIDE UNIFIED
2417,756,MISSION ESTANCIA ELEMENTARY,ENCINITAS UNION ELEMENTARY
2421,757,MISSION HILLS HIGH,SAN MARCOS UNIFIED
2425,758,MISSION MEADOWS ELEMENTARY,VISTA UNIFIED
2429,759,MISSION MIDDLE,ESCONDIDO UNION
4289,760,MISSION MIDDLE SCHOOL X-TRACK,
2433,761,MISSION VALLEY LC - AUDEO-ANNEX,
2437,762,MISSION VISTA HIGH,VISTA UNIFIED
5149,763,MITCHELL BRANCH,
2441,764,MONARCH,SAN DIEGO COUNTY OFFICE OF EDUCATION
2445,765,MONARCH ELEMENTARY COMMUNITY DAY,
2449,766,MONTE VISTA ELEMENTARY,VISTA UNIFIED
2453,767,MONTE VISTA HIGH,GROSSMONT UNION HIGH
2457,768,MONTECITO HIGH (CONTINUATION),RAMONA CITY UNIFIED
2461,769,MONTEREY HEIGHTS ELEMENTARY,LEMON GROVE
2465,770,MONTEREY RIDGE ELEMENTARY,POWAY UNIFIED
2469,771,MONTEZUMA CDC,
2473,772,MONTGOMERY (JOHN J.) ELEMENTARY,CHULA VISTA ELEMENTARY
5281,773,MONTGOMERY ADULT,SWEETWATER UNION HIGH
2477,774,MONTGOMERY MIDDLE,SAN DIEGO UNIFIED
2481,775,MONTGOMERY MIDDLE,CAJON VALLEY UNION
2485,776,MONTGOMERY MIDDLE,SWEETWATER UNION HIGH
2489,777,MONTGOMERY SENIOR HIGH,SWEETWATER UNION HIGH
5077,778,MONTGOMERY WALLER RECREACTION CENTER,
2493,779,MORNING CREEK ELEMENTARY,POWAY UNIFIED
2497,780,MORSE HIGH,SAN DIEGO UNIFIED
2501,781,MOSAICA ONLINE ACADEMY OF SOUTHERN CALIFORNIA,DEHESA ELEMENTARY
2509,782,MOUNT MIGUEL HIGH,GROSSMONT UNION HIGH
2513,783,MOUNTAIN EMPIRE HIGH,MOUNTAIN EMPIRE UNIFIED
5285,784,MOUNTAIN EMPIRE SPECIAL EDUCATION PRESCHOOL,MOUNTAIN EMPIRE UNIFIED
2505,785,MOUNTAIN REGION COURT (JUVENILE RANCH FACILITY),
2517,786,MOUNTAIN VALLEY ACADEMY,RAMONA CITY UNIFIED
4969,787,MOUNTAIN VIEW COMMUNITY CENTER,
2521,788,MOUNTAIN VIEW LEARNING ACADEMY,ALPINE UNION ELEMENTARY
2525,789,MT. CARMEL HIGH,POWAY UNIFIED
4661,790,MT. ERIE BAPTIST CHURCH,
5201,791,MT. ERIE CHRISTIAN ACADEMY,
2529,792,MT. EVEREST ACADEMY,SAN DIEGO UNIFIED
5289,793,MT. MIGUEL ADULT CENTER,GROSSMONT UNION HIGH
2533,794,MT. VERNON,LEMON GROVE
2537,795,MT. WOODSON ELEMENTARY,RAMONA CITY UNIFIED
2541,796,MUELLER CHARTER (ROBERT L.),CHULA VISTA ELEMENTARY
2545,797,MUIRLANDS MIDDLE,SAN DIEGO UNIFIED
2549,798,MURAOKA (SABURO) ELEMENTARY,CHULA VISTA ELEMENTARY
2553,799,MURDOCK ELEMENTARY,LA MESA-SPRING VALLEY
4973,800,MURPHY CANYON KID CONNECTION,
4977,801,MURPHY CANYON YOUTH CENTER,
2557,802,MURRAY MANOR ELEMENTARY,LA MESA-SPRING VALLEY
2561,803,MUSEUM,SAN DIEGO UNIFIED
2565,804,NARANCA ELEMENTARY,CAJON VALLEY UNION
5293,805,NATIONAL CITY ADULT,SWEETWATER UNION HIGH
2569,806,NATIONAL CITY MIDDLE,SWEETWATER UNION HIGH
5105,807,NATIONAL CITY POLICA DEPATMENT RESOURCE CENTER,
5297,808,NATIONAL SCHOOL DISTRICT PRESCHOOL,NATIONAL ELEMENTARY
2573,809,NATIONAL UNIVERSITY ACADEMY,LAKESIDE UNION ELEMENTARY
2577,810,NATIONAL UNIVERSITY ACADEMY 1001 STEAM,SAN DIEGO UNIFIED
2581,811,NATIONAL UNIVERSITY ACADEMY DUAL LANGUAGE INSTITUTE,SAN DIEGO COUNTY OFFICE OF EDUCATION
2585,812,NATIONAL UNIVERSITY ACADEMY SPARROW,LA MESA-SPRING VALLEY
2589,813,NATIVITY PREP ACADEMY,
4777,814,"NBVC YOUTH CENTER, POINT MUGU",
4781,815,"NBVC YOUTH CENTER, PORT HUENEME",
2593,816,NESTOR LANGUAGE ACADEMY CHARTER,SOUTH BAY UNION
2605,817,"NEW ALTERNATIVE, INC.",
2609,818,NEW ALTERNATIVES #17,
2613,819,NEW ALTERNATIVES INC. #18,
2617,820,"NEW ALTERNATIVES, #15",
2621,821,"NEW ALTERNATIVES, INC #5",
2625,822,"NEW ALTERNATIVES, INC.",
2629,823,"NEW ALTERNATIVES, INC. #16",
2633,824,NEW HAVEN SCHOOL,
2637,825,NEW HAVEN YOUTH AND FAMILY SERVICES,
2641,826,NEW HAVEN-CONNIE GAYLE,
11,827,NEW HAVEN-DEBRA LANE,
2649,828,NEW HAVEN-DURIAN HOUSE,
2653,829,NEW HAVEN-LUPE HOUSE,
2657,830,NEW HAVEN-MEADOWLAKE,
2661,831,NEW HAVEN-PINA LANE,
2665,832,NEW HAVEN-TEEN HOUSE,
2669,833,NEW HAVEN-THOMSON HOUSE,
4665,834,NEW SEASONS CHURCH,
4669,835,NEW SEASONS EL CAJON,
