siteid,academicyear,schoolname,districtname,schooltype,nslpstatus,ischarterschool,charterschoolnumber,charterfundingtype,isirc,lowgrade,highgrade,enrollment_k-12,freemealcount_k-12,frpmcount_k-12,enrollment_5-17,freemealcount_5-17,frpmcount_5-17,iscalpadscertified,schooltypegroup,districttype,educationaloptiontype,districtcode,schoolcode
3353,2016-2017,ROSEBANK ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,568,330,420,567,330,420,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037998
873,2016-2017,DEL DIOS ACADEMY OF ARTS AND SCIENCES,ESCONDIDO UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,822,629,722,822,629,722,TRUE,Middle School,Elementary School District,TRADITIONAL,68098,6038194
1801,2016-2017,JULIAN CHARTER,JULIAN UNION ELEMENTARY,K-12 Schools (Public),,,267,DIRECTLY FUNDED,TRUE,K,12,2551,592,860,2514,582,848,TRUE,Elementary School,Elementary School District,TRADITIONAL,68163,3731239
709,2016-2017,CLOVER FLAT ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,Elementary Schools (Public),,,,,FALSE,P,5,116,70,78,115,70,78,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,6085054
4005,2015-2016,URBAN DISCOVERY ACADEMY CHARTER,SAN DIEGO UNIFIED,Elementary Schools (Public),None,TRUE,1008,DIRECTLY FUNDED,FALSE,K,8,430,100,121,427,100,120,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,118000
381,2015-2016,CADMAN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,182,90,110,178,89,109,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039309
3621,2015-2016,SHERMAN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,671,546,602,662,541,596,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040158
53,2015-2016,EINSTEIN ACADEMY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,TRUE,488,DIRECTLY FUNDED,TRUE,K,5,693,176,229,693,176,229,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6120935
2513,2018-2019,MOUNTAIN EMPIRE HIGH,MOUNTAIN EMPIRE UNIFIED,High Schools (Public),,,,,FALSE,9,12,390,205,217,379,201,212,TRUE,High School,Unified School District,TRADITIONAL,68213,3734878
3229,2018-2019,RANCHO DE LA NACION,NATIONAL ELEMENTARY,Elementary Schools (Public),CEP,,,,FALSE,K,6,442,334,363,441,333,362,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,6108559
2341,2018-2019,MEADOWBROOK MIDDLE,POWAY UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1315,312,398,1315,312,398,TRUE,Middle School,Unified School District,TRADITIONAL,68296,6038988
861,2018-2019,DEER CANYON ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,457,41,49,448,41,49,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6109300
3213,2018-2019,RAMONA ELEMENTARY,RAMONA CITY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,446,293,347,435,286,337,TRUE,Elementary School,Unified School District,TRADITIONAL,68304,6039036
1841,2018-2019,KEARNY COLLEGE CONNECTIONS,SAN DIEGO UNIFIED,High Schools (Public),CEP,,,,FALSE,9,12,382,224,289,369,217,280,TRUE,High School,Unified School District,TRADITIONAL,68338,107094
3021,2017-2018,PACIFIC VIEW LEADERSHIP ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,299,199,229,293,193,223,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039861
1189,2017-2018,FARB MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,421,176,289,421,176,289,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6099063
3557,2017-2018,SANTEE ALTERNATIVE,SANTEE,Alternative Schools of Choice,,,,,FALSE,K,8,24,7,7,24,7,7,TRUE,Other,Elementary School District,ALTERNATIVE SCHOOL OF CHOICE,68361,6111041
1029,2017-2018,EASTLAKE MIDDLE,SWEETWATER UNION HIGH,Intermediate/Middle Schools (Public),,,,,FALSE,7,8,1702,344,429,1702,344,429,TRUE,Middle School,High School District,TRADITIONAL,68411,6120968
2045,2017-2018,LAUREL ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,441,388,427,435,384,423,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038848
4149,2017-2018,VIVIAN BANKS CHARTER,BONSALL UNIFIED,Elementary Schools (Public),CEP,,104,LOCALLY FUNDED,FALSE,K,5,98,73,73,98,73,73,TRUE,Elementary School,Unified School District,TRADITIONAL,76851,6113468
3125,2017-2018,PINE VALLEY MIDDLE,MOUNTAIN EMPIRE UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,80,32,43,80,32,43,TRUE,Middle School,Unified School District,TRADITIONAL,68213,127001
1281,2017-2018,FUTURE BOUND INDEPENDENT STUDY SECONDARY,RAMONA CITY UNIFIED,Alternative Schools of Choice,,,,,FALSE,7,12,35,18,18,29,15,15,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68304,102178
1101,2017-2018,EMPOWER CHARTER,SAN DIEGO UNIFIED,Elementary Schools (Public),,,1634,DIRECTLY FUNDED,TRUE,K,6,129,75,100,126,74,98,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,129387
1261,2017-2018,FOSTER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,381,171,216,363,166,207,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039598
2477,2017-2018,MONTGOMERY MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),CEP,,,,FALSE,6,8,476,357,414,476,357,414,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6059679
3165,2016-2017,POTRERO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,Elementary Schools (Public),Provision 2,,,,FALSE,P,8,322,228,262,319,227,261,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,6097190
205,2016-2017,BARNETT ELEMENTARY,RAMONA CITY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,508,110,147,503,109,146,TRUE,Elementary School,Unified School District,TRADITIONAL,68304,6110720
3605,2016-2017,SERRA HIGH,SAN DIEGO UNIFIED,High Schools (Public),,,,,FALSE,9,12,1650,622,901,1624,616,887,TRUE,High School,Unified School District,TRADITIONAL,68338,3730173
1401,2016-2017,HAMILTON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,,,,FALSE,K,5,505,453,486,496,445,477,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039705
2405,2016-2017,MIRAMAR RANCH ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,758,80,113,743,80,112,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6069116
4109,2016-2017,VISTA DEL MAR,SAN YSIDRO ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,3,560,389,389,546,389,389,TRUE,Elementary School,Elementary School District,TRADITIONAL,68379,125518
1025,2015-2016,EASTLAKE HIGH,SWEETWATER UNION HIGH,High Schools (Public),None,FALSE,,,FALSE,9,12,3113,424,599,3025,408,578,TRUE,High School,High School District,TRADITIONAL,68411,3730843
4133,2016-2017,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",VISTA UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,855,425,512,855,425,512,TRUE,Middle School,Unified School District,TRADITIONAL,68452,114637
893,2016-2017,DEL RIO ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,415,279,361,415,279,361,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6088991
3573,2017-2018,SCHOOL OF UNIVERSAL LEARNING (SOUL),SAN DIEGO COUNTY OFFICE OF EDUCATION,High Schools (Public),,,1872,DIRECTLY FUNDED,TRUE,7,12,41,9,9,41,9,9,TRUE,High School,County Office of Education (COE),TRADITIONAL,10371,136192
769,2017-2018,COOK (HAZEL GOES) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,331,224,259,331,224,259,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037881
1949,2017-2018,LA COSTA HEIGHTS ELEMENTARY,ENCINITAS UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,690,58,65,690,58,65,TRUE,Elementary School,Elementary School District,TRADITIONAL,68080,6106132
1341,2017-2018,GRANITE HILLS HIGH,GROSSMONT UNION HIGH,High Schools (Public),,,,,FALSE,9,12,2290,787,1067,2167,736,1001,TRUE,High School,High School District,TRADITIONAL,68130,3732336
3685,2015-2016,SOUTH OCEANSIDE ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,714,357,424,714,357,424,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038921
1745,2016-2017,JOAN MACQUEEN MIDDLE,ALPINE UNION ELEMENTARY,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,556,119,143,556,119,143,TRUE,Middle School,Elementary School District,TRADITIONAL,67967,6037535
2197,2016-2017,LOMA VERDE ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,477,286,361,456,277,349,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037949
1473,2016-2017,HERITAGE DIGITAL ACADEMY CHARTER MIDDLE,ESCONDIDO UNION,Intermediate/Middle Schools (Public),,,1603,DIRECTLY FUNDED,TRUE,6,8,290,104,151,290,104,151,TRUE,Middle School,Elementary School District,TRADITIONAL,68098,128769
2869,2016-2017,OAK GROVE MIDDLE,JAMUL-DULZURA UNION ELEMENTARY,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,231,85,107,231,85,107,TRUE,Middle School,Elementary School District,TRADITIONAL,68155,6097182
1561,2016-2017,HILLSIDE JUNIOR/SENIOR HIGH,MOUNTAIN EMPIRE UNIFIED,Alternative Schools of Choice,,,,,FALSE,7,12,9,4,4,5,3,3,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68213,3730991
3501,2015-2016,SAN MARCOS HIGH,SAN MARCOS UNIFIED,High Schools (Public),None,FALSE,,,FALSE,9,12,3048,783,927,2991,769,909,TRUE,High School,Unified School District,TRADITIONAL,73791,3737632
397,2016-2017,CAJON VALLEY MIDDLE,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),Provision 2,,,,FALSE,6,8,929,858,900,929,858,900,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,6037584
1021,2016-2017,EASTLAKE ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,648,135,211,630,134,208,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6108492
3285,2016-2017,RINCON MIDDLE,ESCONDIDO UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1219,745,886,1219,745,886,TRUE,Middle School,Elementary School District,TRADITIONAL,68098,6105944
3301,2016-2017,RIVERVIEW ELEMENTARY,LAKESIDE UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,1,5,637,99,130,637,99,130,TRUE,Elementary School,Elementary School District,TRADITIONAL,68189,6038384
3781,2016-2017,STONE RANCH ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,901,36,55,888,36,55,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,102822
3461,2016-2017,SAN DIEGO SCIENCE AND TECHNOLOGY,SAN DIEGO UNIFIED,High Schools (Public),,,,,FALSE,9,12,753,599,685,738,587,671,TRUE,High School,Unified School District,TRADITIONAL,68338,107219
805,2016-2017,"CREATIVE, PERFORMING, AND MEDIA ARTS",SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1032,616,785,1032,616,785,TRUE,Middle School,Unified School District,TRADITIONAL,68338,3731551
2137,2016-2017,LINDA VISTA ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,387,335,369,383,334,366,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039879
1741,2016-2017,JERABEK ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,644,33,44,635,33,44,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6099071
569,2016-2017,CENTRAL ELEMENTARY,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,557,366,397,546,356,387,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6040471
3169,2016-2017,POWAY HIGH,POWAY UNIFIED,High Schools (Public),,,,,FALSE,9,12,2228,325,392,2157,315,382,TRUE,High School,Unified School District,TRADITIONAL,68296,3735867
2249,2016-2017,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,,698,DIRECTLY FUNDED,TRUE,6,8,427,77,101,427,77,101,TRUE,Middle School,Unified School District,TRADITIONAL,68338,109157
113,2016-2017,ANGIER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,541,178,298,527,176,293,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039135
2877,2016-2017,OAK PARK ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,,,,FALSE,K,5,529,378,462,516,372,454,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040026
685,2016-2017,CLARK MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),Provision 2,,,,FALSE,6,8,1090,931,1042,1090,931,1042,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6114060
3709,2016-2017,SPENCER VALLEY ELEMENTARY,SPENCER VALLEY ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,8,35,6,12,35,6,12,TRUE,Elementary School,Elementary School District,TRADITIONAL,68403,6040554
709,2017-2018,CLOVER FLAT ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,Elementary Schools (Public),,,,,FALSE,P,5,129,94,101,128,93,100,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,6085054
2537,2017-2018,MT. WOODSON ELEMENTARY,RAMONA CITY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,461,214,251,452,213,249,TRUE,Elementary School,Unified School District,TRADITIONAL,68304,6107999
2401,2017-2018,MIRA MESA HIGH,SAN DIEGO UNIFIED,High Schools (Public),,,,,FALSE,9,12,2322,753,1015,2255,723,976,TRUE,High School,Unified School District,TRADITIONAL,68338,3730181
1425,2017-2018,HARDY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,361,169,206,346,164,199,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039713
2321,2017-2018,MASON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,540,221,304,531,220,301,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6071914
3649,2017-2018,SMYTHE ELEMENTARY,SAN YSIDRO ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,706,511,521,695,504,514,TRUE,Elementary School,Elementary School District,TRADITIONAL,68379,6085146
1413,2016-2017,HANSON ELEMENTARY,RAMONA CITY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,6,545,258,337,538,255,332,TRUE,Elementary School,Unified School District,TRADITIONAL,68304,6039028
1073,2016-2017,ELEVATE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,1633,DIRECTLY FUNDED,TRUE,K,5,218,20,79,218,20,79,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,129395
1277,2016-2017,FULTON K-8,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,8,363,289,326,361,288,325,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039630
3333,2016-2017,ROOSEVELT INTERNATIONAL MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),Provision 2,,,,FALSE,6,8,1018,612,745,1018,612,745,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6059703
1553,2016-2017,HILL CREEK ELEMENTARY,SANTEE,Elementary Schools (Public),,,,,FALSE,K,8,747,202,257,733,199,252,TRUE,Elementary School,Elementary School District,TRADITIONAL,68361,6085161
361,2015-2016,BREEZE HILL ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,786,354,445,771,350,439,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6110399
3973,2015-2016,TWIN OAKS ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,659,289,337,643,281,329,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6115349
1365,2016-2017,GREENFIELD MIDDLE,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),CEP,,,,FALSE,6,8,738,578,640,738,578,640,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,6037659
2285,2016-2017,MARSHALL (THURGOOD) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,674,83,113,652,83,113,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6116396
693,2016-2017,CLASSICAL ACADEMY HIGH,ESCONDIDO UNION HIGH,High Schools (Public),,,759,DIRECTLY FUNDED,TRUE,9,12,1247,95,192,1213,91,188,TRUE,High School,High School District,TRADITIONAL,68106,111195
2793,2016-2017,"NONPUBLIC, NONSECTARIAN SCHOOLS",LA MESA-SPRING VALLEY,,,,,,,,,20,0,0,20,0,0,TRUE,,Elementary School District,,68197,1
2797,2015-2016,"NONPUBLIC, NONSECTARIAN SCHOOLS",OCEANSIDE UNIFIED,,None,,,,,,,16,0,0,13,0,0,TRUE,,Unified School District,,73569,1
1497,2015-2016,HIGH TECH ELEMENTARY CHULA VISTA,SBC - HIGH TECH HIGH,Elementary Schools (Public),None,TRUE,756,DIRECTLY FUNDED,FALSE,K,5,400,111,188,400,111,188,TRUE,Elementary School,Statewide Benefit Charter,TRADITIONAL,76471,123059
2673,2016-2017,"NONPUBLIC, NONSECTARIAN SCHOOLS",CHULA VISTA ELEMENTARY,,,,,,,,,9,0,0,9,0,0,TRUE,,Elementary School District,,68023,1
881,2016-2017,DEL MAR HEIGHTS ELEMENTARY,DEL MAR UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,479,16,21,479,16,21,TRUE,Elementary School,Elementary School District,TRADITIONAL,68056,6038111
1173,2016-2017,FALLBROOK HIGH,FALLBROOK UNION HIGH,High Schools (Public),,,,,FALSE,9,12,2050,988,1173,1933,931,1113,TRUE,High School,High School District,TRADITIONAL,68122,3732179
3321,2016-2017,ROLANDO ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,K,6,560,243,292,560,243,292,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6038574
4145,2016-2017,VISTA VISIONS ACADEMY,VISTA UNIFIED,Alternative Schools of Choice,,,,,FALSE,K,12,43,8,12,43,8,12,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68452,126300
2301,2016-2017,MARTIN LUTHER KING JR. MIDDLE,OCEANSIDE UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1467,517,728,1467,517,728,TRUE,Middle School,Unified School District,TRADITIONAL,73569,6111777
93,2017-2018,ALPINE ELEMENTARY,ALPINE UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,1,5,214,86,108,213,85,107,TRUE,Elementary School,Elementary School District,TRADITIONAL,67967,6037519
1873,2017-2018,KELLOGG (KARL H.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,327,203,255,309,196,245,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037923
1481,2017-2018,HERITAGE K-8 CHARTER,ESCONDIDO UNION,Elementary Schools (Public),,,556,DIRECTLY FUNDED,TRUE,K,8,1128,367,515,1128,367,515,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,101535
2453,2017-2018,MONTE VISTA HIGH,GROSSMONT UNION HIGH,High Schools (Public),,,,,FALSE,9,12,1640,887,1166,1549,840,1109,TRUE,High School,High School District,TRADITIONAL,68130,3734548
45,2016-2017,ALAMOSA PARK ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,580,165,204,544,156,193,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6107031
4241,2016-2017,WOODLAND PARK MIDDLE,SAN MARCOS UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1372,438,600,1372,438,600,TRUE,Middle School,Unified School District,TRADITIONAL,73791,6095061
817,2017-2018,CREST ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),,,,,FALSE,K,5,133,42,49,132,42,49,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037600
949,2017-2018,DISCOVERY CHARTER,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,54,DIRECTLY FUNDED,FALSE,K,8,953,261,322,953,261,322,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6111322
3285,2017-2018,RINCON MIDDLE,ESCONDIDO UNION,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1126,656,811,1126,656,811,TRUE,Middle School,Elementary School District,TRADITIONAL,68098,6105944
2029,2017-2018,LAKEVIEW ELEMENTARY,LAKESIDE UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,5,724,195,240,724,195,240,TRUE,Elementary School,Elementary School District,TRADITIONAL,68189,6038368
2357,2016-2017,MESA VERDE MIDDLE,POWAY UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1258,101,140,1258,101,140,TRUE,Middle School,Unified School District,TRADITIONAL,68296,6111306
109,2016-2017,AMERICA'S FINEST CHARTER,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,1301,DIRECTLY FUNDED,TRUE,K,8,390,340,379,384,335,373,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,124206
1037,2016-2017,EDISON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,,,,FALSE,K,5,515,452,493,509,448,488,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039499
2689,2017-2018,"NONPUBLIC, NONSECTARIAN SCHOOLS",SWEETWATER UNION HIGH,,,,,,,,,90,20,21,62,18,19,TRUE,,High School District,,68411,1
2017,2017-2018,LAKE ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,831,206,246,820,204,243,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6107585
1929,2017-2018,KNOB HILL ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,833,306,365,819,301,360,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6107148
2937,2017-2018,OLYMPIAN HIGH,SWEETWATER UNION HIGH,High Schools (Public),,,,,FALSE,9,12,2495,554,679,2442,532,655,TRUE,High School,High School District,TRADITIONAL,68411,111831
1105,2017-2018,EMPRESA ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,838,226,262,819,224,260,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6108708
3045,2017-2018,PALOMA ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,911,270,319,889,266,315,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6108872
617,2018-2019,CHEROKEE POINT ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,378,317,363,368,310,354,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,108282
2345,2018-2019,MEMORIAL SCHOLARS & ATHLETES,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),CEP,,,,FALSE,6,8,416,349,391,416,349,391,TRUE,Middle School,Unified School District,TRADITIONAL,68338,117333
1073,2018-2019,ELEVATE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,1633,DIRECTLY FUNDED,TRUE,K,5,319,60,114,319,60,114,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,129395
605,2018-2019,CHARTER SCHOOL OF SAN DIEGO,SAN DIEGO UNIFIED,High Schools (Public),,,28,DIRECTLY FUNDED,TRUE,7,12,1496,877,1028,1224,711,832,TRUE,High School,Unified School District,TRADITIONAL,68338,3730959
37,2018-2019,ADAMS ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,276,191,237,271,188,233,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039101
577,2018-2019,CENTRAL ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,644,571,626,633,562,617,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039366
489,2015-2016,CARLSBAD SEASIDE ACADEMY,CARLSBAD UNIFIED,Alternative Schools of Choice,None,FALSE,,,FALSE,9,12,40,3,3,35,3,3,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,73551,3731163
4045,2015-2016,VALLEY CENTER HIGH,VALLEY CENTER-PAUMA UNIFIED,High Schools (Public),None,FALSE,,,FALSE,9,12,1183,426,509,1140,404,482,TRUE,High School,Unified School District,TRADITIONAL,75614,3731114
1697,2016-2017,JAMACHA ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),,,,,FALSE,K,5,504,239,285,489,233,277,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6110787
4021,2016-2017,VALIANT ACADEMY DESD,DEHESA ELEMENTARY,K-12 Schools (Public),,,1693,DIRECTLY FUNDED,TRUE,K,12,43,31,33,43,31,33,TRUE,Elementary School,Elementary School District,TRADITIONAL,68049,131169
2309,2016-2017,MARY FAY PENDLETON ELEMENTARY,FALLBROOK UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,8,699,95,321,686,94,313,TRUE,Elementary School,Elementary School District,TRADITIONAL,68114,6038301
2005,2016-2017,LA PRESA ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,K,6,422,263,338,408,258,330,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6038509
2425,2016-2017,MISSION MEADOWS ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,585,259,337,571,253,330,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6110407
3973,2016-2017,TWIN OAKS ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,665,313,372,652,307,364,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6115349
1085,2017-2018,EMERALD MIDDLE,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),CEP,,,,FALSE,6,8,634,481,495,634,481,495,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,6037626
2941,2017-2018,OLYMPIC VIEW ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,785,197,260,785,197,260,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6113021
