"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2016-2017",37,68338,127647,"SAN DIEGO","SAN DIEGO UNIFIED","E3 CIVIC HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,1302,"DIRECTLY FUNDED",FALSE,"9","12",458,257,56.1,303,66.2,441,244,55.3,289,65.5,TRUE,"High School"
"2016-2017",37,68338,127654,"SAN DIEGO","SAN DIEGO UNIFIED","SAN DIEGO COOPERATIVE CHARTER SCHOOL 2","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,1510,"DIRECTLY FUNDED",TRUE,"K","8",241,106,44,135,56,234,102,43.6,131,56,TRUE,"Elementary School"
"2016-2017",37,68338,128066,"SAN DIEGO","SAN DIEGO UNIFIED","HEALTH SCIENCES MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,1517,"DIRECTLY FUNDED",TRUE,"6","8",129,77,59.7,99,76.7,129,77,59.7,99,76.7,TRUE,"Middle School"
"2016-2017",37,68338,128744,"SAN DIEGO","SAN DIEGO UNIFIED","LAUREL PREPARATORY ACADEMY","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1600,"DIRECTLY FUNDED",TRUE,"6","12",145,69,47.6,83,57.2,121,56,46.3,69,57,TRUE,"Elementary School"
"2016-2017",37,68338,129387,"SAN DIEGO","SAN DIEGO UNIFIED","EMPOWER CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,1634,"DIRECTLY FUNDED",TRUE,"K","6",113,64,56.6,83,73.5,110,63,57.3,82,74.5,TRUE,"Elementary School"
"2016-2017",37,68338,129395,"SAN DIEGO","SAN DIEGO UNIFIED","ELEVATE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,1633,"DIRECTLY FUNDED",TRUE,"K","5",218,20,9.2,79,36.2,218,20,9.2,79,36.2,TRUE,"Elementary School"
"2016-2017",37,68338,131565,"SAN DIEGO","SAN DIEGO UNIFIED","HIGH TECH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,1709,"DIRECTLY FUNDED",TRUE,"K","5",401,133,33.2,186,46.4,401,133,33.2,186,46.4,TRUE,"Elementary School"
"2016-2017",37,68338,131979,"SAN DIEGO","SAN DIEGO UNIFIED","INGENUITY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1719,"DIRECTLY FUNDED",TRUE,"6","12",111,74,66.7,93,83.8,93,63,67.7,80,86,TRUE,"Elementary School"
"2016-2017",37,68338,132316,"SAN DIEGO","SAN DIEGO UNIFIED","JONAS SALK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",588,182,31,235,40,570,181,31.8,232,40.7,TRUE,"Elementary School"
"2016-2017",37,68338,3730116,"SAN DIEGO","SAN DIEGO UNIFIED","JOHN MUIR","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","12",284,117,41.2,145,51.1,280,116,41.4,144,51.4,TRUE,"Elementary School"
"2016-2017",37,68338,3730173,"SAN DIEGO","SAN DIEGO UNIFIED","SERRA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1650,622,37.7,901,54.6,1624,616,37.9,887,54.6,TRUE,"High School"
"2016-2017",37,68338,3730181,"SAN DIEGO","SAN DIEGO UNIFIED","MIRA MESA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2424,816,33.7,1090,45,2345,781,33.3,1050,44.8,TRUE,"High School"
"2016-2017",37,68338,3730231,"SAN DIEGO","SAN DIEGO UNIFIED","TWAIN HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"7","12",230,176,76.5,195,84.8,198,150,75.8,166,83.8,TRUE,"Other"
"2016-2017",37,68338,3730314,"SAN DIEGO","SAN DIEGO UNIFIED","UNIVERSITY CITY HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1799,549,30.5,715,39.7,1769,535,30.2,698,39.5,TRUE,"High School"
"2016-2017",37,68338,3730363,"SAN DIEGO","SAN DIEGO UNIFIED","WHITTIER K-12","Unified School District","K-12 Schools (Public)","OPPORTUNITY SCHOOL","",NA,NA,"",FALSE,"K","12",51,24,47.1,33,64.7,50,24,48,33,66,TRUE,"Elementary School"
"2016-2017",37,68338,3730371,"SAN DIEGO","SAN DIEGO UNIFIED","SAN DIEGO SCPA","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","12",1424,587,41.2,790,55.5,1414,581,41.1,784,55.4,TRUE,"Elementary School"
"2016-2017",37,68338,3730751,"SAN DIEGO","SAN DIEGO UNIFIED","MT. EVEREST ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"K","12",276,54,19.6,59,21.4,274,54,19.7,59,21.5,TRUE,"Other"
"2016-2017",37,68338,3730884,"SAN DIEGO","SAN DIEGO UNIFIED","SCRIPPS RANCH HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2182,307,14.1,381,17.5,2145,298,13.9,369,17.2,TRUE,"High School"
"2016-2017",37,68338,3730959,"SAN DIEGO","SAN DIEGO UNIFIED","CHARTER SCHOOL OF SAN DIEGO","Unified School District","High Schools (Public)","TRADITIONAL","",NA,28,"DIRECTLY FUNDED",TRUE,"7","12",1918,1158,60.4,1425,74.3,1540,923,59.9,1130,73.4,TRUE,"High School"
"2016-2017",37,68338,3731056,"SAN DIEGO","SAN DIEGO UNIFIED","TRACE","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"9","12",419,238,56.8,263,62.8,12,8,66.7,8,66.7,TRUE,"Other"
"2016-2017",37,68338,3731130,"SAN DIEGO","SAN DIEGO UNIFIED","ALBA","Unified School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"1","12",32,23,71.9,26,81.3,32,23,71.9,26,81.3,TRUE,"Other"
"2016-2017",37,68338,3731189,"SAN DIEGO","SAN DIEGO UNIFIED","PREUSS SCHOOL UCSD","Unified School District","K-12 Schools (Public)","TRADITIONAL","CEP",NA,169,"DIRECTLY FUNDED",TRUE,"6","12",816,626,76.7,776,95.1,811,623,76.8,772,95.2,TRUE,"Elementary School"
"2016-2017",37,68338,3731213,"SAN DIEGO","SAN DIEGO UNIFIED","CLAIREMONT HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",957,445,46.5,535,55.9,921,429,46.6,515,55.9,TRUE,"High School"
"2016-2017",37,68338,3731247,"SAN DIEGO","SAN DIEGO UNIFIED","HIGH TECH HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,269,"DIRECTLY FUNDED",TRUE,"9","12",578,152,26.3,210,36.3,562,151,26.9,206,36.7,TRUE,"High School"
"2016-2017",37,68338,3731395,"SAN DIEGO","SAN DIEGO UNIFIED","AUDEO CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,406,"DIRECTLY FUNDED",TRUE,"6","12",427,208,48.7,283,66.3,343,157,45.8,222,64.7,TRUE,"Elementary School"
"2016-2017",37,68338,3731551,"SAN DIEGO","SAN DIEGO UNIFIED","CREATIVE, PERFORMING, AND MEDIA ARTS","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",1032,616,59.7,785,76.1,1032,616,59.7,785,76.1,TRUE,"Middle School"
"2016-2017",37,68338,3732781,"SAN DIEGO","SAN DIEGO UNIFIED","HENRY HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2390,767,32.1,968,40.5,2345,749,31.9,949,40.5,TRUE,"High School"
"2016-2017",37,68338,3732997,"SAN DIEGO","SAN DIEGO UNIFIED","HOOVER HIGH","Unified School District","High Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"9","12",2135,1747,81.8,1932,90.5,2069,1687,81.5,1870,90.4,TRUE,"High School"
"2016-2017",37,68338,3733508,"SAN DIEGO","SAN DIEGO UNIFIED","LA JOLLA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1540,338,21.9,427,27.7,1505,334,22.2,422,28,TRUE,"High School"
"2016-2017",37,68338,3733698,"SAN DIEGO","SAN DIEGO UNIFIED","MADISON HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1086,567,52.2,726,66.9,1049,550,52.4,706,67.3,TRUE,"High School"
"2016-2017",37,68338,3734431,"SAN DIEGO","SAN DIEGO UNIFIED","MISSION BAY HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1054,570,54.1,698,66.2,1023,550,53.8,675,66,TRUE,"High School"
"2016-2017",37,68338,3734654,"SAN DIEGO","SAN DIEGO UNIFIED","MORSE HIGH","Unified School District","High Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"9","12",1755,1101,62.7,1348,76.8,1718,1076,62.6,1321,76.9,TRUE,"High School"
"2016-2017",37,68338,3735750,"SAN DIEGO","SAN DIEGO UNIFIED","POINT LOMA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1952,620,31.8,775,39.7,1909,599,31.4,752,39.4,TRUE,"High School"
"2016-2017",37,68338,3737962,"SAN DIEGO","SAN DIEGO UNIFIED","GARFIELD HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","Provision 2",NA,NA,"",FALSE,"9","12",195,171,87.7,191,97.9,140,121,86.4,136,97.1,TRUE,"Other"
"2016-2017",37,68338,6039101,"SAN DIEGO","SAN DIEGO UNIFIED","ADAMS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",283,216,76.3,265,93.6,278,212,76.3,261,93.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039119,"SAN DIEGO","SAN DIEGO UNIFIED","ALCOTT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",199,82,41.2,113,56.8,193,80,41.5,110,57,TRUE,"Elementary School"
"2016-2017",37,68338,6039135,"SAN DIEGO","SAN DIEGO UNIFIED","ANGIER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",541,178,32.9,298,55.1,527,176,33.4,293,55.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039143,"SAN DIEGO","SAN DIEGO UNIFIED","AUDUBON K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","8",460,346,75.2,424,92.2,454,342,75.3,419,92.3,TRUE,"Elementary School"
"2016-2017",37,68338,6039150,"SAN DIEGO","SAN DIEGO UNIFIED","BAKER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",437,387,88.6,425,97.3,428,378,88.3,416,97.2,TRUE,"Elementary School"
"2016-2017",37,68338,6039168,"SAN DIEGO","SAN DIEGO UNIFIED","BALBOA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",535,471,88,503,94,520,461,88.7,490,94.2,TRUE,"Elementary School"
"2016-2017",37,68338,6039184,"SAN DIEGO","SAN DIEGO UNIFIED","BARNARD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",436,119,27.3,149,34.2,432,118,27.3,148,34.3,TRUE,"Elementary School"
"2016-2017",37,68338,6039200,"SAN DIEGO","SAN DIEGO UNIFIED","BAY PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",452,91,20.1,109,24.1,438,91,20.8,109,24.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039242,"SAN DIEGO","SAN DIEGO UNIFIED","BIRD ROCK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",468,35,7.5,42,9,455,34,7.5,41,9,TRUE,"Elementary School"
"2016-2017",37,68338,6039259,"SAN DIEGO","SAN DIEGO UNIFIED","BIRNEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",560,231,41.3,260,46.4,547,227,41.5,256,46.8,TRUE,"Elementary School"
"2016-2017",37,68338,6039267,"SAN DIEGO","SAN DIEGO UNIFIED","BOONE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",473,305,64.5,369,78,465,300,64.5,362,77.8,TRUE,"Elementary School"
"2016-2017",37,68338,6039283,"SAN DIEGO","SAN DIEGO UNIFIED","BURBANK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",427,371,86.9,408,95.6,411,359,87.3,392,95.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039291,"SAN DIEGO","SAN DIEGO UNIFIED","CABRILLO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","4",152,81,53.3,110,72.4,148,79,53.4,107,72.3,TRUE,"Elementary School"
"2016-2017",37,68338,6039309,"SAN DIEGO","SAN DIEGO UNIFIED","CADMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",201,102,50.7,119,59.2,193,98,50.8,115,59.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039341,"SAN DIEGO","SAN DIEGO UNIFIED","CARSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",418,323,77.3,376,90,408,317,77.7,368,90.2,TRUE,"Elementary School"
"2016-2017",37,68338,6039358,"SAN DIEGO","SAN DIEGO UNIFIED","CARVER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",224,174,77.7,202,90.2,218,169,77.5,197,90.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039366,"SAN DIEGO","SAN DIEGO UNIFIED","CENTRAL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",707,641,90.7,689,97.5,684,619,90.5,666,97.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039374,"SAN DIEGO","SAN DIEGO UNIFIED","CHESTERTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",447,176,39.4,265,59.3,438,174,39.7,261,59.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039382,"SAN DIEGO","SAN DIEGO UNIFIED","CHOLLAS/MEAD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",640,532,83.1,600,93.8,625,522,83.5,587,93.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039390,"SAN DIEGO","SAN DIEGO UNIFIED","CLAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",300,206,68.7,240,80,291,200,68.7,234,80.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039424,"SAN DIEGO","SAN DIEGO UNIFIED","CROWN POINT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",366,165,45.1,209,57.1,363,163,44.9,207,57,TRUE,"Elementary School"
"2016-2017",37,68338,6039432,"SAN DIEGO","SAN DIEGO UNIFIED","CUBBERLEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",178,89,50,117,65.7,174,88,50.6,115,66.1,TRUE,"Elementary School"
"2016-2017",37,68338,6039440,"SAN DIEGO","SAN DIEGO UNIFIED","CURIE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",602,68,11.3,78,13,591,67,11.3,77,13,TRUE,"Elementary School"
"2016-2017",37,68338,6039457,"SAN DIEGO","SAN DIEGO UNIFIED","DARNALL CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,33,"DIRECTLY FUNDED",TRUE,"K","8",638,443,69.4,495,77.6,638,443,69.4,495,77.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039481,"SAN DIEGO","SAN DIEGO UNIFIED","DEWEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","4",345,132,38.3,236,68.4,326,128,39.3,226,69.3,TRUE,"Elementary School"
"2016-2017",37,68338,6039499,"SAN DIEGO","SAN DIEGO UNIFIED","EDISON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",515,452,87.8,493,95.7,509,448,88,488,95.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039507,"SAN DIEGO","SAN DIEGO UNIFIED","EMERSON/BANDINI ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","6",568,515,90.7,555,97.7,561,508,90.6,548,97.7,TRUE,"Elementary School"
"2016-2017",37,68338,6039515,"SAN DIEGO","SAN DIEGO UNIFIED","ENCANTO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",472,395,83.7,448,94.9,460,386,83.9,436,94.8,TRUE,"Elementary School"
"2016-2017",37,68338,6039523,"SAN DIEGO","SAN DIEGO UNIFIED","EUCLID ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",476,425,89.3,467,98.1,468,417,89.1,459,98.1,TRUE,"Elementary School"
"2016-2017",37,68338,6039556,"SAN DIEGO","SAN DIEGO UNIFIED","FIELD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","6",296,204,68.9,233,78.7,287,198,69,227,79.1,TRUE,"Elementary School"
"2016-2017",37,68338,6039564,"SAN DIEGO","SAN DIEGO UNIFIED","FLETCHER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",199,94,47.2,117,58.8,190,89,46.8,111,58.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039572,"SAN DIEGO","SAN DIEGO UNIFIED","FLORENCE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",244,144,59,186,76.2,235,139,59.1,181,77,TRUE,"Elementary School"
"2016-2017",37,68338,6039598,"SAN DIEGO","SAN DIEGO UNIFIED","FOSTER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",381,163,42.8,207,54.3,367,157,42.8,200,54.5,TRUE,"Elementary School"
"2016-2017",37,68338,6039606,"SAN DIEGO","SAN DIEGO UNIFIED","FRANKLIN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",324,210,64.8,261,80.6,319,207,64.9,258,80.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039614,"SAN DIEGO","SAN DIEGO UNIFIED","FREESE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",319,219,68.7,286,89.7,312,214,68.6,279,89.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039630,"SAN DIEGO","SAN DIEGO UNIFIED","FULTON K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","8",363,289,79.6,326,89.8,361,288,79.8,325,90,TRUE,"Elementary School"
"2016-2017",37,68338,6039648,"SAN DIEGO","SAN DIEGO UNIFIED","GAGE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",497,185,37.2,214,43.1,467,178,38.1,206,44.1,TRUE,"Elementary School"
"2016-2017",37,68338,6039655,"SAN DIEGO","SAN DIEGO UNIFIED","GARFIELD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",311,220,70.7,272,87.5,307,217,70.7,268,87.3,TRUE,"Elementary School"
"2016-2017",37,68338,6039671,"SAN DIEGO","SAN DIEGO UNIFIED","GRANT K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",732,166,22.7,197,26.9,727,165,22.7,196,27,TRUE,"Elementary School"
"2016-2017",37,68338,6039697,"SAN DIEGO","SAN DIEGO UNIFIED","GREEN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",455,99,21.8,131,28.8,440,97,22,127,28.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039705,"SAN DIEGO","SAN DIEGO UNIFIED","HAMILTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",505,453,89.7,486,96.2,496,445,89.7,477,96.2,TRUE,"Elementary School"
"2016-2017",37,68338,6039713,"SAN DIEGO","SAN DIEGO UNIFIED","HARDY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",380,144,37.9,199,52.4,360,139,38.6,192,53.3,TRUE,"Elementary School"
"2016-2017",37,68338,6039721,"SAN DIEGO","SAN DIEGO UNIFIED","HAWTHORNE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",227,136,59.9,173,76.2,222,132,59.5,169,76.1,TRUE,"Elementary School"
"2016-2017",37,68338,6039739,"SAN DIEGO","SAN DIEGO UNIFIED","HEARST ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",495,81,16.4,92,18.6,478,78,16.3,89,18.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039747,"SAN DIEGO","SAN DIEGO UNIFIED","HOLMES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",564,98,17.4,129,22.9,556,96,17.3,127,22.8,TRUE,"Elementary School"
"2016-2017",37,68338,6039754,"SAN DIEGO","SAN DIEGO UNIFIED","HORTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",474,426,89.9,461,97.3,465,418,89.9,453,97.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039762,"SAN DIEGO","SAN DIEGO UNIFIED","FAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",696,609,87.5,678,97.4,683,597,87.4,665,97.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039770,"SAN DIEGO","SAN DIEGO UNIFIED","JEFFERSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",367,219,59.7,261,71.1,353,214,60.6,254,72,TRUE,"Elementary School"
"2016-2017",37,68338,6039788,"SAN DIEGO","SAN DIEGO UNIFIED","JOHNSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",371,297,80.1,333,89.8,360,289,80.3,324,90,TRUE,"Elementary School"
"2016-2017",37,68338,6039796,"SAN DIEGO","SAN DIEGO UNIFIED","JONES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",301,86,28.6,121,40.2,298,85,28.5,119,39.9,TRUE,"Elementary School"
"2016-2017",37,68338,6039804,"SAN DIEGO","SAN DIEGO UNIFIED","JUAREZ ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",239,91,38.1,119,49.8,232,88,37.9,116,50,TRUE,"Elementary School"
"2016-2017",37,68338,6039812,"SAN DIEGO","SAN DIEGO UNIFIED","KEILLER LEADERSHIP ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,695,"DIRECTLY FUNDED",FALSE,"K","8",599,421,70.3,520,86.8,592,417,70.4,516,87.2,TRUE,"Elementary School"
"2016-2017",37,68338,6039846,"SAN DIEGO","SAN DIEGO UNIFIED","LA JOLLA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",568,51,9,54,9.5,558,51,9.1,54,9.7,TRUE,"Elementary School"
"2016-2017",37,68338,6039853,"SAN DIEGO","SAN DIEGO UNIFIED","LAFAYETTE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",227,145,63.9,170,74.9,216,135,62.5,160,74.1,TRUE,"Elementary School"
"2016-2017",37,68338,6039861,"SAN DIEGO","SAN DIEGO UNIFIED","PACIFIC VIEW LEADERSHIP ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",300,200,66.7,239,79.7,294,195,66.3,234,79.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039879,"SAN DIEGO","SAN DIEGO UNIFIED","LINDA VISTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","5",387,335,86.6,369,95.3,383,334,87.2,366,95.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039887,"SAN DIEGO","SAN DIEGO UNIFIED","LINDBERGH/SCHWEITZER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",391,225,57.5,263,67.3,389,224,57.6,262,67.4,TRUE,"Elementary School"
"2016-2017",37,68338,6039895,"SAN DIEGO","SAN DIEGO UNIFIED","LOGAN K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","8",580,520,89.7,566,97.6,572,513,89.7,558,97.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039903,"SAN DIEGO","SAN DIEGO UNIFIED","LOMA PORTAL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","4",383,105,27.4,132,34.5,372,104,28,129,34.7,TRUE,"Elementary School"
"2016-2017",37,68338,6039911,"SAN DIEGO","SAN DIEGO UNIFIED","LONGFELLOW K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",802,242,30.2,331,41.3,791,240,30.3,329,41.6,TRUE,"Elementary School"
"2016-2017",37,68338,6039929,"SAN DIEGO","SAN DIEGO UNIFIED","PERKINS K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,"",FALSE,"K","8",460,398,86.5,434,94.3,453,393,86.8,428,94.5,TRUE,"Elementary School"
